original,this,that,order
Colchicaceae=Liliales,Colchicaceae,,Liliales
Columelliaceae=Bruniales,Columelliaceae,,Bruniales
Combretaceae=Myrtales,Combretaceae,,Myrtales
Commelinaceae=Commelinales,Commelinaceae,,Commelinales
Connaraceae=Oxalidales,Connaraceae,,Oxalidales
Convolvulaceae=Solanales,Convolvulaceae,,Solanales
Coriariaceae=Cucurbitales,Coriariaceae,,Cucurbitales
Cornaceae=Cornales,Cornaceae,,Cornales
Corsiaceae=Liliales,Corsiaceae,,Liliales
Corynocarpaceae=Cucurbitales,Corynocarpaceae,,Cucurbitales
Costaceae=Zingiberales,Costaceae,,Zingiberales
Coulaceae=Santalales,Coulaceae,,Santalales
Crassulaceae=Saxifragales,Crassulaceae,,Saxifragales
Crossosomataceae=Crossosomatales,Crossosomataceae,,Crossosomatales
Crypteroniaceae=Myrtales,Crypteroniaceae,,Myrtales
Ctenolophonaceae=Malpighiales,Ctenolophonaceae,,Malpighiales
Cucurbitaceae=Cucurbitales,Cucurbitaceae,,Cucurbitales
Cunoniaceae=Oxalidales,Cunoniaceae,,Oxalidales
Cupressaceae=Pinales,Cupressaceae,,Pinales
Curtisiaceae=Cornales,Curtisiaceae,,Cornales
Cycadaceae=Cycadales,Cycadaceae,,Cycadales
Cyclanthaceae=Pandanales,Cyclanthaceae,,Pandanales
Cymodoceaceae=Alismatales,Cymodoceaceae,,Alismatales
Cynomoriaceae=Saxifragales,Cynomoriaceae,,Saxifragales
Cyperaceae=Poales,Cyperaceae,,Poales
Cyrillaceae=Ericales,Cyrillaceae,,Ericales
Cytinaceae=Malvales,Cytinaceae,,Malvales
Daphniphyllaceae=Saxifragales,Daphniphyllaceae,,Saxifragales
Dasypogonaceae=unplacedCommelinid,Dasypogonaceae,,unplacedCommelinid
Datiscaceae=Cucurbitales,Datiscaceae,,Cucurbitales
Degeneriaceae=Magnoliales,Degeneriaceae,,Magnoliales
Diapensiaceae=Ericales,Diapensiaceae,,Ericales
Dichapetalaceae=Malpighiales,Dichapetalaceae,,Malpighiales
Didiereaceae=Caryophyllales,Didiereaceae,,Caryophyllales
Didymelaceae=Buxales,Didymelaceae,,Buxales
Dilleniaceae=Dilleniales,Dilleniaceae,,Dilleniales
Dioncophyllaceae=Caryophyllales,Dioncophyllaceae,,Caryophyllales
Dioscoreaceae=Dioscoreales,Dioscoreaceae,,Dioscoreales
Dipentodontaceae=Huerteales,Dipentodontaceae,,Huerteales
Dipterocarpaceae=Malvales,Dipterocarpaceae,,Malvales
Dirachmaceae=Rosales,Dirachmaceae,,Rosales
Doryanthaceae=Asparagales,Doryanthaceae,,Asparagales
Droseraceae=Caryophyllales,Droseraceae,,Caryophyllales
Drosophyllaceae=Caryophyllales,Drosophyllaceae,,Caryophyllales
Ebenaceae=Ericales,Ebenaceae,,Ericales
Ecdeiocoleaceae=Poales,Ecdeiocoleaceae,,Poales
Elaeagnaceae=Rosales,Elaeagnaceae,,Rosales
Elaeocarpaceae=Oxalidales,Elaeocarpaceae,,Oxalidales
Elatinaceae=Malpighiales,Elatinaceae,,Malpighiales
Emblingiaceae=Brassicales,Emblingiaceae,,Brassicales
Ephedraceae=Gnetales,Ephedraceae,,Gnetales
Ericaceae=Ericales,Ericaceae,,Ericales
Eriocaulaceae=Poales,Eriocaulaceae,,Poales
Erythropalaceae=Santalales,Erythropalaceae,,Santalales
Erythroxylaceae=Malpighiales,Erythroxylaceae,,Malpighiales
Escalloniaceae=Escalloniales,Escalloniaceae,,Escalloniales
Eucommiaceae=Garryales,Eucommiaceae,,Garryales
Euphorbiaceae=Malpighiales,Euphorbiaceae,,Malpighiales
Euphroniaceae=Malpighiales,Euphroniaceae,,Malpighiales
Eupomatiaceae=Magnoliales,Eupomatiaceae,,Magnoliales
Eupteleaceae=Ranunculales,Eupteleaceae,,Ranunculales
Fabaceae=Fabales,Fabaceae,,Fabales
Fagaceae=Fagales,Fagaceae,,Fagales
Flagellariaceae=Poales,Flagellariaceae,,Poales
Fouquieriaceae=Ericales,Fouquieriaceae,,Ericales
Francoaceae=Geraniales,Francoaceae,,Geraniales
Frankeniaceae=Caryophyllales,Frankeniaceae,,Caryophyllales
Garryaceae=Garryales,Garryaceae,,Garryales
Geissolomataceae=Crossosomatales,Geissolomataceae,,Crossosomatales
Gelsemiaceae=Gentianales,Gelsemiaceae,,Gentianales
Gentianaceae=Gentianales,Gentianaceae,,Gentianales
Geraniaceae=Geraniales,Geraniaceae,,Geraniales
Gerrardinaceae=Huerteales,Gerrardinaceae,,Huerteales
Gesneriaceae=Lamiales,Gesneriaceae,,Lamiales
Ginkgoaceae=Ginkgoales,Ginkgoaceae,,Ginkgoales
Gisekiaceae=Caryophyllales,Gisekiaceae,,Caryophyllales
Gnetaceae=Gnetales,Gnetaceae,,Gnetales
Gomortegaceae=Laurales,Gomortegaceae,,Laurales
Goodeniaceae=Asterales,Goodeniaceae,,Asterales
Goupiaceae=Malpighiales,Goupiaceae,,Malpighiales
Griseliniaceae=Apiales,Griseliniaceae,,Apiales
Grossulariaceae=Saxifragales,Grossulariaceae,,Saxifragales
Grubbiaceae=Cornales,Grubbiaceae,,Cornales
Guamatelaceae=Crossosomatales,Guamatelaceae,,Crossosomatales
Gunneraceae=Gunnerales,Gunneraceae,,Gunnerales
Gyrostemonaceae=Brassicales,Gyrostemonaceae,,Brassicales
Haemodoraceae=Commelinales,Haemodoraceae,,Commelinales
Halophytaceae=Caryophyllales,Halophytaceae,,Caryophyllales
Haloragaceae=Saxifragales,Haloragaceae,,Saxifragales
Hamamelidaceae=Saxifragales,Hamamelidaceae,,Saxifragales
Hanguanaceae=Commelinales,Hanguanaceae,,Commelinales
Heliconiaceae=Zingiberales,Heliconiaceae,,Zingiberales
Helwingiaceae=Aquifoliales,Helwingiaceae,,Aquifoliales
Hernandiaceae=Laurales,Hernandiaceae,,Laurales
Himantandraceae=Magnoliales,Himantandraceae,,Magnoliales
Huaceae=Oxalidales,Huaceae,,Oxalidales
Humiriaceae=Malpighiales,Humiriaceae,,Malpighiales
Hydatellaceae=Nymphaeales,Hydatellaceae,,Nymphaeales
Hydnoraceae=Piperales,Hydnoraceae,,Piperales
Hydrangeaceae=Cornales,Hydrangeaceae,,Cornales
Hydrocharitaceae=Alismatales,Hydrocharitaceae,,Alismatales
Hydroleaceae=Solanales,Hydroleaceae,,Solanales
Hydrostachyaceae=Cornales,Hydrostachyaceae,,Cornales
Hypericaceae=Malpighiales,Hypericaceae,,Malpighiales
Hypoxidaceae=Asparagales,Hypoxidaceae,,Asparagales
Icacinaceae=NearGarryales,Icacinaceae,,NearGarryales
Iridaceae=Asparagales,Iridaceae,,Asparagales
Irvingiaceae=Malpighiales,Irvingiaceae,,Malpighiales
Iteaceae=Saxifragales,Iteaceae,,Saxifragales
Ixiolirionaceae=Asparagales,Ixiolirionaceae,,Asparagales
Ixonanthaceae=Malpighiales,Ixonanthaceae,,Malpighiales
Joinvilleaceae=Poales,Joinvilleaceae,,Poales
Juglandaceae=Fagales,Juglandaceae,,Fagales
Juncaceae=Poales,Juncaceae,,Poales
Juncaginaceae=Alismatales,Juncaginaceae,,Alismatales
Kirkiaceae=Sapindales,Kirkiaceae,,Sapindales
Koeberliniaceae=Brassicales,Koeberliniaceae,,Brassicales
Krameriaceae=Zygophyllales,Krameriaceae,,Zygophyllales
Lacistemataceae=Malpighiales,Lacistemataceae,,Malpighiales
Lamiaceae=Lamiales,Lamiaceae,,Lamiales
Lanariaceae=Asparagales,Lanariaceae,,Asparagales
Lardizabalaceae=Ranunculales,Lardizabalaceae,,Ranunculales
Lauraceae=Laurales,Lauraceae,,Laurales
Lecythidaceae=Ericales,Lecythidaceae,,Ericales
Ledocarpaceae=Geraniales,Ledocarpaceae,,Geraniales
Lentibulariaceae=Lamiales,Lentibulariaceae,,Lamiales
Lepidobotryaceae=Celastrales,Lepidobotryaceae,,Celastrales
Liliaceae=Liliales,Liliaceae,,Liliales
Limeaceae=Caryophyllales,Limeaceae,,Caryophyllales
Limnanthaceae=Brassicales,Limnanthaceae,,Brassicales
Linaceae=Malpighiales,Linaceae,,Malpighiales
Linderniaceae=Lamiales,Linderniaceae,,Lamiales
Loasaceae=Cornales,Loasaceae,,Cornales
Loganiaceae=Gentianales,Loganiaceae,,Gentianales
Lophiocarpaceae=Caryophyllales,Lophiocarpaceae,,Caryophyllales
Lophopyxidaceae=Malpighiales,Lophopyxidaceae,,Malpighiales
Loranthaceae=Santalales,Loranthaceae,,Santalales
Lowiaceae=Zingiberales,Lowiaceae,,Zingiberales
Lythraceae=Myrtales,Lythraceae,,Myrtales
Magnoliaceae=Magnoliales,Magnoliaceae,,Magnoliales
Malpighiaceae=Malpighiales,Malpighiaceae,,Malpighiales
Malvaceae=Malvales,Malvaceae,,Malvales
Marantaceae=Zingiberales,Marantaceae,,Zingiberales
Marcgraviaceae=Ericales,Marcgraviaceae,,Ericales
Martyniaceae=Lamiales,Martyniaceae,,Lamiales
Maundiaceae=Alismatales,Maundiaceae,,Alismatales
Mayacaceae=Poales,Mayacaceae,,Poales
Mazacaceae=Lamiales,Mazacaceae,,Lamiales
Melanthiaceae=Liliales,Melanthiaceae,,Liliales
Melastomataceae=Myrtales,Melastomataceae,,Myrtales
Meliaceae=Sapindales,Meliaceae,,Sapindales
Melianthaceae=Geraniales,Melianthaceae,,Geraniales
Menispermaceae=Ranunculales,Menispermaceae,,Ranunculales
Menyanthaceae=Asterales,Menyanthaceae,,Asterales
Metteniusaceae=NearGarryales,Metteniusaceae,,NearGarryales
Microteaceae=Caryophyllales,Microteaceae,,Caryophyllales
Misodendraceae=Santalales,Misodendraceae,,Santalales
Mitrastemonaceae=Ericales,Mitrastemonaceae,,Ericales
Molluginaceae=Caryophyllales,Molluginaceae,,Caryophyllales
Monimiaceae=Laurales,Monimiaceae,,Laurales
Montiaceae=Caryophyllales,Montiaceae,,Caryophyllales
Montiniaceae=Solanales,Montiniaceae,,Solanales
Moraceae=Rosales,Moraceae,,Rosales
Moringaceae=Brassicales,Moringaceae,,Brassicales
Muntingiaceae=Malvales,Muntingiaceae,,Malvales
Musaceae=Zingiberales,Musaceae,,Zingiberales
Myodocarpaceae=Apiales,Myodocarpaceae,,Apiales
Myricaceae=Fagales,Myricaceae,,Fagales
Myristicaceae=Magnoliales,Myristicaceae,,Magnoliales
Myrothamnaceae=Gunnerales,Myrothamnaceae,,Gunnerales
Myrtaceae=Myrtales,Myrtaceae,,Myrtales
Nartheciaceae=Dioscoreales,Nartheciaceae,,Dioscoreales
Nelumbonaceae=Proteales,Nelumbonaceae,,Proteales
Nepenthaceae=Caryophyllales,Nepenthaceae,,Caryophyllales
Neuradaceae=Malvales,Neuradaceae,,Malvales
Nitrariaceae=Sapindales,Nitrariaceae,,Sapindales
Nothofagaceae=Fagales,Nothofagaceae,,Fagales
Nyctaginaceae=Caryophyllales,Nyctaginaceae,,Caryophyllales
Nymphaeaceae=Nymphaeales,Nymphaeaceae,,Nymphaeales
Ochnaceae=Malpighiales,Ochnaceae,,Malpighiales
Octoknemaceae=Santalales,Octoknemaceae,,Santalales
Olacaceae=Santalales,Olacaceae,,Santalales
Oleaceae=Lamiales,Oleaceae,,Lamiales
Onagraceae=Myrtales,Onagraceae,,Myrtales
Opiliaceae=Santalales,Opiliaceae,,Santalales
Orchidaceae=Asparagales,Orchidaceae,,Asparagales
Orobanchaceae=Lamiales,Orobanchaceae,,Lamiales
Oxalidaceae=Oxalidales,Oxalidaceae,,Oxalidales
Paeoniaceae=Saxifragales,Paeoniaceae,,Saxifragales
Pandaceae=Malpighiales,Pandaceae,,Malpighiales
Pandanaceae=Pandanales,Pandanaceae,,Pandanales
Papaveraceae=Ranunculales,Papaveraceae,,Ranunculales
Paracryphiaceae=Paracryphiales,Paracryphiaceae,,Paracryphiales
Passifloraceae=Malpighiales,Passifloraceae,,Malpighiales
Paulowniaceae=Lamiales,Paulowniaceae,,Lamiales
Pedaliaceae=Lamiales,Pedaliaceae,,Lamiales
Penaeaceae=Myrtales,Penaeaceae,,Myrtales
Pennantiaceae=Apiales,Pennantiaceae,,Apiales
Pentadiplandraceae=Brassicales,Pentadiplandraceae,,Brassicales
Pentaphragmataceae=Asterales,Pentaphragmataceae,,Asterales
Pentaphylacaceae=Ericales,Pentaphylacaceae,,Ericales
Penthoraceae=Saxifragales,Penthoraceae,,Saxifragales
Peraceae=Malpighiales,Peraceae,,Malpighiales
Peridiscaceae=Saxifragales,Peridiscaceae,,Saxifragales
Petenaeaceae=Huerteales,Petenaeaceae,,Huerteales
Petermanniaceae=Liliales,Petermanniaceae,,Liliales
Petrosaviaceae=Petrosaviales,Petrosaviaceae,,Petrosaviales
Phellinaceae=Asterales,Phellinaceae,,Asterales
Philesiaceae=Liliales,Philesiaceae,,Liliales
Philydraceae=Commelinales,Philydraceae,,Commelinales
Phrymaceae=Lamiales,Phrymaceae,,Lamiales
Phyllanthaceae=Malpighiales,Phyllanthaceae,,Malpighiales
Phyllonomaceae=Aquifoliales,Phyllonomaceae,,Aquifoliales
Physenaceae=Caryophyllales,Physenaceae,,Caryophyllales
Phytolaccaceae=Caryophyllales,Phytolaccaceae,,Caryophyllales
Picramniaceae=Picramniales,Picramniaceae,,Picramniales
Picrodendraceae=Malpighiales,Picrodendraceae,,Malpighiales
Pinaceae=Pinales,Pinaceae,,Pinales
Piperaceae=Piperales,Piperaceae,,Piperales
Pittosporaceae=Apiales,Pittosporaceae,,Apiales
Plantaginaceae=Lamiales,Plantaginaceae,,Lamiales
Platanaceae=Proteales,Platanaceae,,Proteales
Plocospermataceae=Lamiales,Plocospermataceae,,Lamiales
Plumbaginaceae=Caryophyllales,Plumbaginaceae,,Caryophyllales
Poaceae=Poales,Poaceae,,Poales
Podocarpaceae=Pinales,Podocarpaceae,,Pinales
Podostemaceae=Malpighiales,Podostemaceae,,Malpighiales
Polemoniaceae=Ericales,Polemoniaceae,,Ericales
Polygalaceae=Fabales,Polygalaceae,,Fabales
Polygonaceae=Caryophyllales,Polygonaceae,,Caryophyllales
Pontederiaceae=Commelinales,Pontederiaceae,,Commelinales
Portulacaceae=Caryophyllales,Portulacaceae,,Caryophyllales
Posidoniaceae=Alismatales,Posidoniaceae,,Alismatales
Potamogetonaceae=Alismatales,Potamogetonaceae,,Alismatales
Primulaceae=Ericales,Primulaceae,,Ericales
Proteaceae=Proteales,Proteaceae,,Proteales
Putranjivaceae=Malpighiales,Putranjivaceae,,Malpighiales
Pycnanthaceae=Orchidaceae,Pycnanthaceae,Orchidaceae,
Quillajaceae=Fabales,Quillajaceae,,Fabales
Rafflesiaceae=Malpighiales,Rafflesiaceae,,Malpighiales
Ranunculaceae=Ranunculales,Ranunculaceae,,Ranunculales
Rapateaceae=Poales,Rapateaceae,,Poales
Resedaceae=Brassicales,Resedaceae,,Brassicales
Restionaceae=Poales,Restionaceae,,Poales
Rhabdodendraceae=Caryophyllales,Rhabdodendraceae,,Caryophyllales
Rhamnaceae=Rosales,Rhamnaceae,,Rosales
Rhipogonaceae=Liliales,Rhipogonaceae,,Liliales
Rhizophoraceae=Malpighiales,Rhizophoraceae,,Malpighiales
Rhoipteleaceae=Fagales,Rhoipteleaceae,,Fagales
Roridulaceae=Ericales,Roridulaceae,,Ericales
Rosaceae=Rosales,Rosaceae,,Rosales
Rousseaceae=Asterales,Rousseaceae,,Asterales
Rubiaceae=Gentianales,Rubiaceae,,Gentianales
Ruppiaceae=Alismatales,Ruppiaceae,,Alismatales
Rutaceae=Sapindales,Rutaceae,,Sapindales
Sabiaceae=Proteales,Sabiaceae,,Proteales
Salicaceae=Malpighiales,Salicaceae,,Malpighiales
Salvadoraceae=Brassicales,Salvadoraceae,,Brassicales
Santalaceae=Santalales,Santalaceae,,Santalales
Sapindaceae=Sapindales,Sapindaceae,,Sapindales
Sapotaceae=Ericales,Sapotaceae,,Ericales
Sarcobataceae=Caryophyllales,Sarcobataceae,,Caryophyllales
Sarcolaenaceae=Malvales,Sarcolaenaceae,,Malvales
Sarraceniaceae=Ericales,Sarraceniaceae,,Ericales
Saururaceae=Piperales,Saururaceae,,Piperales
Saxifragaceae=Saxifragales,Saxifragaceae,,Saxifragales
Scheuchzeriaceae=Alismatales,Scheuchzeriaceae,,Alismatales
Schisandraceae=Austrobaileyales,Schisandraceae,,Austrobaileyales
Schlegeliaceae=Lamiales,Schlegeliaceae,,Lamiales
Schoepfiaceae=Santalales,Schoepfiaceae,,Santalales
Sciadopityaceae=Pinales,Sciadopityaceae,,Pinales
Scrophulariaceae=Lamiales,Scrophulariaceae,,Lamiales
Setchellanthaceae=Brassicales,Setchellanthaceae,,Brassicales
Simaroubaceae=Sapindales,Simaroubaceae,,Sapindales
Simmondsiaceae=Caryophyllales,Simmondsiaceae,,Caryophyllales
Siparunaceae=Laurales,Siparunaceae,,Laurales
Sladeniaceae=Ericales,Sladeniaceae,,Ericales
Smilacaceae=Liliales,Smilacaceae,,Liliales
Solanaceae=Solanales,Solanaceae,,Solanales
Sphaerosepalaceae=Malvales,Sphaerosepalaceae,,Malvales
Sphenocleaceae=Solanales,Sphenocleaceae,,Solanales
Stachyuraceae=Crossosomatales,Stachyuraceae,,Crossosomatales
Staphyleaceae=Crossosomatales,Staphyleaceae,,Crossosomatales
Stegnospermataceae=Caryophyllales,Stegnospermataceae,,Caryophyllales
Stemonaceae=Pandanales,Stemonaceae,,Pandanales
Stemonuraceae=Aquifoliales,Stemonuraceae,,Aquifoliales
Stilbaceae=Lamiales,Stilbaceae,,Lamiales
Strasburgeriaceae=Crossosomatales,Strasburgeriaceae,,Crossosomatales
Strelitziaceae=Zingiberales,Strelitziaceae,,Zingiberales
Strombosiaceae=Santalales,Strombosiaceae,,Santalales
Stylidiaceae=Asterales,Stylidiaceae,,Asterales
Styracaceae=Ericales,Styracaceae,,Ericales
Surianaceae=Fabales,Surianaceae,,Fabales
Symplocaceae=Ericales,Symplocaceae,,Ericales
Taccaceae=Dioscoreales,Taccaceae,,Dioscoreales
Talinaceae=Caryophyllales,Talinaceae,,Caryophyllales
Tamaricaceae=Caryophyllales,Tamaricaceae,,Caryophyllales
Tapisciaceae=Huerteales,Tapisciaceae,,Huerteales
Taxaceae=Pinales,Taxaceae,,Pinales
Tecophilaeaceae=Asparagales,Tecophilaeaceae,,Asparagales
Tetracarpaeaceae=Saxifragales,Tetracarpaeaceae,,Saxifragales
Tetrachondraceae=Lamiales,Tetrachondraceae,,Lamiales
Tetramelaceae=Cucurbitales,Tetramelaceae,,Cucurbitales
Tetrameristaceae=Ericales,Tetrameristaceae,,Ericales
Theaceae=Ericales,Theaceae,,Ericales
Thismiaceae=Dioscoreales,Thismiaceae,,Dioscoreales
Thomandersiaceae=Lamiales,Thomandersiaceae,,Lamiales
Thurniaceae=Poales,Thurniaceae,,Poales
Thymelaeaceae=Malvales,Thymelaeaceae,,Malvales
Ticodendraceae=Fagales,Ticodendraceae,,Fagales
Tofieldiaceae=Alismatales,Tofieldiaceae,,Alismatales
Torricelliaceae=Apiales,Torricelliaceae,,Apiales
Tovariaceae=Brassicales,Tovariaceae,,Brassicales
Trigoniaceae=Malpighiales,Trigoniaceae,,Malpighiales
Trimeniaceae=Austrobaileyales,Trimeniaceae,,Austrobaileyales
Triuridaceae=Pandanales,Triuridaceae,,Pandanales
Trochodendraceae=Trochodendrales,Trochodendraceae,,Trochodendrales
Tropaeolaceae=Brassicales,Tropaeolaceae,,Brassicales
Typhaceae=Poales,Typhaceae,,Poales
Ulmaceae=Rosales,Ulmaceae,,Rosales
Urticaceae=Rosales,Urticaceae,,Rosales
Vahliaceae=unplaced asterid I,Vahliaceae,,unplaced asterid I
Velloziaceae=Pandanales,Velloziaceae,,Pandanales
Verbenaceae=Lamiales,Verbenaceae,,Lamiales
Violaceae=Malpighiales,Violaceae,,Malpighiales
Vitaceae=Vitales,Vitaceae,,Vitales
Vivianiaceae=Geraniales,Vivianiaceae,,Geraniales
Vochysiaceae=Myrtales,Vochysiaceae,,Myrtales
Welwitschiaceae=Gnetales,Welwitschiaceae,,Gnetales
Winteraceae=Canellales,Winteraceae,,Canellales
Xanthorrhoeaceae=Asparagales,Xanthorrhoeaceae,,Asparagales
Xeronemataceae=Asparagales,Xeronemataceae,,Asparagales
Ximeniaceae=Santalales,Ximeniaceae,,Santalales
Xyridaceae=Poales,Xyridaceae,,Poales
Zamiaceae=Cycadales,Zamiaceae,,Cycadales
Zingiberaceae=Zingiberales,Zingiberaceae,,Zingiberales
Zosteraceae=Alismatales,Zosteraceae,,Alismatales
Zygophyllaceae=Zygophyllales,Zygophyllaceae,,Zygophyllales
